camis,yelp_id,yelp_rating,yelp_reviews,yelp_price,yelp_category,high_rating
40601006,wnJWDDKmo_NUUEGtzFM9lA,3.9,87.0,1.0,"pizza,italian",0
40601254,LpawoqKfNO0R7igRjmfg1g,3.9,66.0,2.0,"desserts,bangladeshi",0
40601738,VowfUbVepyT39PO1NyjRRA,3.2,141.0,2.0,"spanish,mexican,seafood",0
40602670,i8ejDDR4COtukAAA1Ls5fw,3.8,1656.0,2.0,"japanese,noodles",0
40602783,Ik0ovFdyltN5j6UtoQ5uaw,5.0,18.0,0.0,seafoodmarkets,1
40602855,Xf_ml1NElTjBmIgLtOBgfA,3.1,17.0,0.0,coffee,0
40602872,VNq5Ps_fGX49R5bDfrYpvQ,2.8,55.0,2.0,coffee,0
40602878,,,,,,0
40603743,RLdyZa-nvNbSB_C8o4D85g,3.7,55.0,1.0,pizza,0
40604004,Eomoxptcfby96iDCkxMzIg,3.6,172.0,1.0,"burgers,sandwiches,juicebars",0
40604207,WOXOTF4mGAY2nwg2f8W9zQ,3.8,68.0,1.0,"diners,sandwiches",0
40604769,VLpXSDyK5yhhfFOs9OM20A,3.9,128.0,1.0,pizza,0
40605180,505bv6h3VnN6SekdHCr8Sw,4.0,270.0,3.0,"italian,venues,wine_bars",1
40605319,YLm2NzBuIZZqncRakdBZHg,3.1,128.0,2.0,"pizza,greek,sandwiches",0
40605511,4n4wMkDnDY7cuWOya8UumA,2.2,60.0,1.0,"pizza,chicken_wings,sandwiches",0
40605770,4KrI72p6P5O7B30HfYabwg,2.3,22.0,1.0,"donuts,coffee",0
40605839,-fACj8JrCAxwSfVfwI87nw,3.6,77.0,2.0,"breakfast_brunch,italian,seafood",0
40605862,ye-TSU-mu1Gd5TAJOpI5Mg,2.9,342.0,2.0,chinese,0
40606656,CO90_8nlxQx10ATsM3b9AQ,3.6,170.0,2.0,"greek,mediterranean,desserts",0
40606772,R3jVHrYAbt--Pw9oR6rJCQ,3.4,294.0,2.0,"diners,sandwiches,tradamerican",0
40607093,YQntgG4eTn3DBX2wq9nT5w,3.7,63.0,2.0,"tradamerican,bars",0
40607604,CdxMbA_mSityLh6-Ii_b_w,2.0,2.0,1.0,"spanish,tradamerican",0
40608422,lcmcSOGdXxSKtsuLQU_Hkg,2.8,153.0,2.0,"tradamerican,cafes",0
40608576,C8K3kTQ2NX5mm4jzQBRVUg,3.8,309.0,2.0,"divebars,sportsbars",0
40608702,ySEJ0axD_lSfsAMOApAh4Q,3.7,117.0,3.0,italian,0
40608746,g6epuiA0PVw3-Ed33iDmzw,4.1,8.0,0.0,"latin,bars,mexican",1
40609087,rMgIUPjcHxQELkt_lUjxxw,2.8,8.0,1.0,bakeries,0
40609590,W71pEtJOX63Fk-98j25w9w,3.6,420.0,2.0,diners,0
40609677,nQo1CavOga5dEIZkf8-0Aw,1.5,13.0,1.0,"burgers,hotdogs",0
40609705,Xpx9QXNFrUhckUiq38w7dg,2.6,194.0,1.0,"pizza,italian",0
40610000,3DmJv5rHFNyQykaUiXBOvA,3.4,59.0,1.0,chinese,0
40610087,wJ9VnRlrJJP5QnVohBDjoA,4.1,628.0,2.0,"lounges,russian,jazzandblues",1
40610554,vwVRoM9gVWuwJw1_6xfyag,4.3,423.0,2.0,"cocktailbars,newamerican,coffee",1
40611024,OHnzI28Pd89TUhSs7tCDrQ,3.6,370.0,2.0,"lounges,cocktailbars,barcrawl",0
40611192,jirau_p4q2ddGqcOL44WtQ,4.3,29.0,0.0,pizza,1
40611399,zo4JHfD2nWPUiqgsgDOaHQ,4.3,232.0,4.0,italian,1
40611479,t-St6BqNMgecsvICeGgreA,4.0,259.0,2.0,"sicilian,seafood,burgers",1
40612120,xyTLrIIxdRM25-_PSHgGjw,3.2,121.0,2.0,coffee,0
40614489,criG425cSktqdkUDbJ6AwQ,4.0,198.0,2.0,"pizza,italian,burgers",1
40614573,fxrQelgRfGxo9oeXesqP-w,3.9,16.0,2.0,bakeries,0
40615672,t_IXO90SSJz4pt5GLD2lTA,3.3,491.0,2.0,"newamerican,pubs,sportsbars",0
40615828,No5Z9wDq4E2TcYbgtr1AiA,4.2,403.0,2.0,"musicvenues,theater,bars",1
40616482,-lwM22gXY5_1pBv7YQu8kg,4.2,347.0,3.0,cocktailbars,1
40616509,rRFNtkWP7cPdCKmL-RSi6A,3.1,280.0,1.0,"pizza,salad",0
40617224,Y9TqB61yUXzb_EzvdAOUQw,4.4,5.0,0.0,"catering,venues",1
40617736,nSk_zCJESMKGLHyJTPPlZA,3.9,450.0,2.0,italian,0
40617746,LA7riLKSg-aBLgTY4fT8GQ,3.5,2376.0,2.0,"breakfast_brunch,tradamerican,cocktailbars",0
40618281,oIpNF3AJwqZlCs9fmpyFOQ,3.6,235.0,2.0,"italian,venues,catering",0
40618557,W4hobe10Fy54MKqmLaObEg,4.2,2296.0,2.0,"moroccan,mideastern,breakfast_brunch",1
40618714,_aSe5iDV1Axe3jk9lHhb9g,3.6,89.0,1.0,"diners,cafes,mexican",0
40619544,UXVDyIzmO5kmJnlv-HDXLg,3.6,3792.0,2.0,"newamerican,cocktailbars,comfortfood",0
40620325,m6sYBuozGY1JhnHlBf1Bzg,4.1,1253.0,4.0,"japanese,sushi",1
40621241,HONgezM2sLErFPBAXvEqGw,3.5,140.0,3.0,"bakeries,desserts",0
40622348,4Pue0_KnRaYk_yZPqyNhzQ,3.8,11.0,0.0,bakeries,0
40622601,CC0Sznmxul02nFVqSitmHQ,4.1,42.0,1.0,pizza,1
40623604,cQxtisUT6TgEGSN7gpnTDg,3.4,1685.0,2.0,"breakfast_brunch,tradamerican,comfortfood",0
40624409,Vn3uPx9RsmempB-tOilw7g,4.0,327.0,2.0,"seafood,fishnchips",1
40624458,qWUJq3Kc8kNV3FUsLeesjg,4.0,110.0,2.0,italian,1
40624470,7SejPQQCFX63LvHFSgM6OQ,4.7,9.0,1.0,sportsbars,1
40624607,EL5Y6BSinmUte5VW4Eh54Q,3.7,837.0,2.0,"italian,bars,breakfast_brunch",0
40624744,yGpPYyu3s8iVNuO0ktqsDw,4.1,495.0,3.0,"jazzandblues,cocktailbars,newamerican",1
40625198,Oln2PsGEugvglNhai0X54w,3.1,24.0,2.0,airportlounges,0
40625346,0iCISI2oP9bkS54hy68Xsw,2.3,1527.0,3.0,"german,bars",0
40625667,UQ5gXOihecwqEWW2vfv0BA,4.1,34.0,2.0,mexican,1
40625816,GEbvV8QRegWwF6JQHfsOyA,3.7,39.0,2.0,"newamerican,irish_pubs,gastropubs",0
40626609,hEobY9bW66IDvhPGDgfrxw,2.9,46.0,0.0,apartments,0
40633087,-hUvO0C0A-pGZdiSKvjoFw,3.8,2714.0,4.0,"italian,wine_bars",0
40633995,zWelM101EncAmJQsJjreDw,3.5,40.0,1.0,"hotdogs,tacos",0
40634433,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
40634607,b6jOwyX4iaagw8YjXqq1sA,4.5,1197.0,2.0,"italian,pizza,desserts",1
40634891,qY10Mu0ZMicHPbj-nVaTNQ,3.7,327.0,2.0,"karaoke,musicvenues,divebars",0
40634937,IErfGS0DASSJfYU73m0Sqg,4.1,1408.0,2.0,italian,1
40635366,H8mnryiCI02N00g9vuFDLg,3.8,431.0,1.0,divebars,0
40635454,3hbrhvj2D_Zj5s-dPhAA6A,4.0,48.0,4.0,hotels,1
40635781,cfa699KGi9Ki-U_mCMVJvg,3.6,626.0,2.0,"vegan,kosher,raw_food",0
40635976,P0nR0nC4gPWxP3LpazSrOg,3.1,64.0,1.0,"bakeries,latin",0
40637864,t4VYtVth5KZSb7vhkYeaDA,4.0,29.0,1.0,"bakeries,juicebars,catering",1
40639085,WyesyYqJqUDPhgeD7zQ6lw,3.7,147.0,2.0,"bakeries,cakeshop",0
40639261,sxRWlNjhgGW-f7bK6ilv3A,4.7,7.0,0.0,coffee,1
40640493,T59D-fLkAIxLxlblgvi2EQ,1.3,7.0,0.0,"burgers,hotdogs",0
40640688,2j0fdXgkl_FWiA2OOfFC-A,0.0,0.0,0.0,"fooddeliveryservices,beer_and_wine",0
40641437,I0N_QtJy7sLiuW_vmvRIhg,4.1,162.0,2.0,italian,1
40642602,fUzmfJoh8uklk1cxpsaJxQ,4.8,4.0,2.0,"caribbean,cocktailbars",1
40643163,uajm10BNB41ZXan8mf-HxQ,4.7,114.0,0.0,blinds,1
40643227,aRy2KJa3tP1gFSTavhSx-w,1.9,55.0,1.0,"hotdogs,burgers,coffee",0
40643680,w0dHYiT8t8vjulgEWgbAOw,2.7,112.0,0.0,movietheaters,0
40643682,HLkA5MNzygFCBSD4jcbZ5g,4.0,113.0,1.0,divebars,1
40644352,f0QreVur1bLIdTDRpQPlvw,3.4,745.0,2.0,"lounges,danceclubs",0
40645039,MulJEe-IjptlsWI4H_oxNA,4.1,185.0,2.0,"breakfast_brunch,diners,tradamerican",1
40645249,5WOnup9z_LviD0VuRnTe0A,2.8,71.0,0.0,"amusementparks,eventplanning",0
40645260,ON2luUqtPc2nnUXxRWw6dQ,3.3,23.0,1.0,"donuts,coffee",0
40645559,Zl9Ht7qDmVF6yWi0M3DdNQ,4.0,249.0,1.0,"pizza,italian",1
40647906,iPMa3q3UH16p5FUdmLd4lw,3.9,288.0,0.0,"catering,venues",0
40648876,6Z9Bo8cUMYdwe01llOy0gQ,3.3,92.0,2.0,bars,0
40649377,LdWyeeV8DuYINKVTghFwrg,4.1,107.0,3.0,italian,1
40649463,8knc30wyUEQzwdqG0C8m4Q,3.7,200.0,2.0,"steak,colombian",0
40651300,uNuuJAK0VR1Rs2BKTcgTJg,4.0,203.0,3.0,greek,1
40652017,VVBZZujJKuFuJTR_TPvFPg,3.2,141.0,1.0,"pizza,italian",0
40653417,Eld8sS7sP_4ka2aWGqvCGQ,3.2,26.0,2.0,coffee,0
40653513,41m0Mepm_XeBMS2azfK-vA,3.6,516.0,2.0,"filipino,desserts,soup",0
40653926,JpEENiSNl3MzAQN1FyKPdw,4.2,29.0,1.0,mexican,1
40654318,QeqhV5xVRCD15ivQiPc2MQ,4.1,381.0,4.0,"venues,tradamerican,boattours",1
40654823,zzVeJukpmXchLTQQhxzQjQ,3.6,551.0,2.0,"sportsbars,tradamerican",0
40656139,dMeA9-p5Nl6993B8B1JkOw,4.5,92.0,0.0,venues,1
40656594,Y72kX2MRryUNx3SSS7LwNQ,3.7,93.0,2.0,"steak,irish_pubs",0
40659101,U2aUFZARLeSMf4RQIxjuTw,4.5,152.0,1.0,chinese,1
40659197,tR46H5rE6Z56oqGRKTLu8A,3.4,691.0,2.0,"sportsbars,tradamerican",0
40659211,kumbWukbwNktxWQB4_FvDQ,4.0,136.0,2.0,hotels,1
40659758,ArRjkFlv7aIUfxNLvI1bwA,3.3,100.0,1.0,pakistani,0
40661017,I_45dVkfNqC7oLF5KoQr8Q,3.0,8.0,1.0,"danceclubs,sportsbars",0
40661290,aSprnLY-6GkMk1cuv0TMeA,4.0,1006.0,3.0,italian,1
40662141,xxRzOOdfMsn5x6lm7WIzqA,3.6,195.0,2.0,"pizza,italian",0
40662196,aUakHsv3bAk6tDtLe96rIA,3.4,559.0,3.0,"french,wine_bars",0
40662349,AawLwOYZwMf_9wkShExfuw,4.0,1262.0,3.0,"breakfast_brunch,newamerican,whiskeybars",1
40662495,hkN6L5OKLv8jr53zZ8coXA,4.2,274.0,2.0,jazzandblues,1
40663950,Q4JzRWPPvP2riusi_t9wXg,3.3,4.0,0.0,catering,0
40664052,mE4C04NeTKmr3GwRQwM3Wg,4.4,313.0,2.0,"lounges,cocktailbars,tobaccoshops",1
40664304,cbhdOSn-nezgnH3lxPJM_g,3.5,411.0,2.0,italian,0
40664744,Eld8sS7sP_4ka2aWGqvCGQ,3.2,26.0,2.0,coffee,0
40665065,DZaN3bNWfwcm__sNw5bvDg,4.5,1997.0,4.0,"french,bars,newamerican",1
40665359,xbrQ2dHuQoFJmNxAuOky4A,4.3,651.0,3.0,"italian,cocktailbars,pizza",1
40666003,ya8HC5_97zGt3wNPWNNENA,3.8,966.0,2.0,food_court,0
40666094,vieBJCxpsKQauyTdkYQm5A,3.1,256.0,0.0,movietheaters,0
40667588,d_rQ-nVpY6Z5C722Q5wpog,4.5,532.0,2.0,sandwiches,1
40668464,jxfNkW2RkXhUW5_DwWEbHQ,3.7,478.0,2.0,"turkish,mediterranean,halal",0
40668681,3G2iFvySFJLFpIs9g3o7vQ,3.6,196.0,2.0,"pizza,italian,chicken_wings",0
40669394,rzE_duqZUMHwBnHJe1BauQ,4.1,152.0,1.0,trinidadian,1
40669697,hD55NUiGDK7STQ8oy9QDPA,3.4,710.0,3.0,"french,breakfast_brunch",0
40671821,FKGBZ1_pIakwVQdDbzfPLg,5.0,3.0,0.0,restaurants,1
40672603,wf8RLoduV1gygYRZFNVSGg,3.6,87.0,2.0,"pubs,irish",0
40673089,2R6owNuekbOaLudU5U8y7w,3.7,172.0,2.0,"pubs,irish,breakfast_brunch",0
40673117,cFgR-BTtxY3H-yISx9z-2g,3.5,41.0,1.0,"delis,pizza,cafes",0
40673172,GIXIjZvIUrkNtYiPSlDeEg,4.6,324.0,2.0,"sushi,ramen,cocktailbars",1
40673507,CycA2EstAewLQ6vnuhsKxw,3.2,246.0,2.0,"poolhalls,sportsbars",0
40674404,XxrsmJp0Z7rwY5bhTg5_EQ,0.0,0.0,0.0,"grocery,coffee,delis",0
40674475,zOmgO8Di9Ui2bQHqSarUKg,3.8,2858.0,2.0,"pizza,italian,cocktailbars",0
40674838,FzK3krlvA4fBHsuagggaIw,3.8,439.0,2.0,"tradamerican,breakfast_brunch,cocktailbars",0
40675225,dDl8JcDS10GsR4-jiKS80Q,3.7,212.0,2.0,"pubs,irish",0
40675892,l2u-IHL-rNz0uvn6-UC-Rw,3.8,829.0,2.0,"diners,newamerican,breakfast_brunch",0
40675977,QUTSHrHw3qRZjf749VM1Yg,3.5,171.0,2.0,"italian,wine_bars,beerbar",0
40676022,ckuzSRr2GLLBf0V4sxPt3g,2.8,43.0,2.0,mexican,0
40676884,_iqjfNmleH02i2-yvP8MZA,4.1,58.0,1.0,diners,1
40677036,76y4aMBY0lT6zfJLy2EH-Q,3.7,393.0,2.0,"lounges,diners,breakfast_brunch",0
40677553,vU1_-GPs21FfCTWr80y0uw,3.8,543.0,2.0,"sportsbars,newamerican,vegan",0
40678235,4x-lgRcsLHffWP5dvMqNMA,3.7,1128.0,2.0,"cajun,beer_and_wine,newamerican",0
40678995,5RCrpBnI_3UdabG1lieknA,3.8,78.0,2.0,"kosher,uzbek",0
40679229,ABSjgmTE7RjlgUUPpIPR4g,3.1,117.0,3.0,mediterranean,0
40679269,wohLfhl0OqvDzIX50r63aw,4.4,718.0,3.0,"cocktailbars,newamerican,breakfast_brunch",1
40679327,26MRnOPgCJdLKcEYfgmSng,4.8,26.0,0.0,"escapegames,teambuilding",1
40680918,rhXVz4mtPVkJeObowGTKMg,3.3,56.0,2.0,newamerican,0
40681290,uDM1C0LW-X7XXsa9X4MUAQ,4.8,55.0,1.0,"catering,delis",1
40682609,Hc2MuvFClsTlXr-MivnLzQ,3.9,265.0,2.0,"brazilian,seafood,cocktailbars",0
40684066,ygknHJ77-JJCoBN__3rh9A,2.8,34.0,1.0,"hotdogs,chicken_wings",0
40685734,VAkdznBlCPQ7KFvm-Kma0g,3.8,375.0,2.0,"newamerican,burgers,sandwiches",0
40685858,b8a-8u_A51v2IzyjLVsx6w,4.2,3702.0,4.0,"steak,newamerican,seafood",1
40686067,J8n4z6pqHt8tiHkAaA0JVg,1.7,53.0,1.0,"burgers,hotdogs,coffee",0
40686672,VBelJWg94_DWt5WBR8eCIg,2.9,98.0,2.0,"tradamerican,bakeries,breakfast_brunch",0
40687209,kLJfizeHMQqesp1K9mfUtg,3.8,672.0,2.0,"sandwiches,italian",0
40687217,LAPFUsKrNapGRGIaFfP7Vg,3.6,15.0,2.0,lounges,0
40689434,574PAXAD7qCHXqSAaz9wTg,4.2,16.0,1.0,"bars,tradamerican",1
40689838,trbr9pYDDmXCj9z8m2d6LQ,3.8,469.0,2.0,"jazzandblues,newamerican",0
40690297,0lhmSt-A75mthn7aTGaFTw,2.5,31.0,0.0,catering,0
40690899,VY2d-6uFik4F6yGwQYi6TA,4.3,143.0,2.0,icecream,1
40691110,tvsllkjgQqMaa7Z1gUkC3A,3.1,1122.0,3.0,seafood,0
40691569,PWzDV2G8ZGnIgjFupSZhQw,3.2,920.0,3.0,"tradamerican,breakfast_brunch,seafood",0
40692073,3l_Zr3YGr6cCwcKIAcPvOg,3.1,75.0,2.0,"tex-mex,mexican",0
40692209,tXJQTyAP7JmYRe0boeW7eA,2.4,31.0,1.0,"donuts,coffee",0
40692741,W7u2S7Ph-0dsihlA0-r4kg,3.6,74.0,1.0,"donuts,diners",0
40692961,gj3TK9OEeXbb2-3Yp2Laxg,3.3,221.0,2.0,"dimsum,cantonese,seafood",0
40693095,047qd17DY-52-wThDctfJA,5.0,1.0,0.0,"mexican,cocktailbars",1
40693544,T0dLc0CA3HWdQF0Ov0dQMA,3.9,152.0,0.0,theater,0
40693546,bcDc0HLoWD4Rd-NnlvIHYg,3.9,145.0,0.0,theater,0
40693952,kfbB1nAjktpnifwZnSi3AQ,3.9,13.0,0.0,cabaret,0
40694122,9jjcPeA9EHVF_rRCYutaBA,0.0,0.0,0.0,bars,0
40694187,3uyBZNbDk2vRFBBWZOdIUA,3.8,499.0,2.0,italian,0
40694764,N_WRkS11JLtTWI5MQzyNQg,0.0,0.0,0.0,"juicebars,delis",0
40695260,97ss3gK06QWQWBAy2bcjwg,4.2,269.0,0.0,movietheaters,1
40697311,Xf_ml1NElTjBmIgLtOBgfA,3.1,17.0,0.0,coffee,0
40698274,yQ7K4uFnxXxpBVbnOSR8kA,4.1,341.0,2.0,italian,1
40698410,1_LlUsiW1Pr01MEgv1dWvw,3.4,49.0,1.0,pizza,0
40698788,0Ml-KmkEB8QhmcqkMdPEOw,4.0,240.0,2.0,"juicebars,acaibowls,organic_stores",1
40698807,h4VCnZ2aZ33mdenS_ZI7jQ,4.1,1072.0,2.0,"seafood,italian,cocktailbars",1
40698823,Jp27mwe6YhnVUmdgeAm9Mw,3.8,36.0,2.0,diners,0
40698840,7yGBu-m5K7oWwtu_kdUoDQ,4.6,87.0,2.0,"tapasmallplates,spanish,seafood",1
40699061,tkiX-R4vjL_JhMH8CopbnQ,3.9,7.0,1.0,"bars,cafes",0
40700724,WYhRkUATHRyXZrE55MArbA,4.5,393.0,4.0,"italian,desserts,wine_bars",1
40701165,Y5DXe5UfiZXjfuhvczntqA,3.2,9.0,0.0,chinese,0
40701605,N2nwanXq9dDvKLIy7Ovb7g,4.1,732.0,2.0,greek,1
40703670,uucP1LoFyamFS0qDwgMXbg,4.0,554.0,2.0,indpak,1
40703714,NotkoYDwpzesUKBt8Xuwzw,3.5,624.0,3.0,"steak,seafood",0
40703739,SD3dEkAzAi3WZeUaVSOx-w,3.6,167.0,2.0,"pubs,burgers,sandwiches",0
40703791,cVnvLmiLEqBxn_K5FHkwpQ,3.2,183.0,2.0,coffee,0
40703795,NsHtwZBpio1jKfA7CwHZOA,4.0,1152.0,2.0,coffeeroasteries,1
40703837,rveP6oXixE2a2sKwMqS-ww,2.1,56.0,1.0,coffee,0
40704305,GyZns41Gq5LeBug7-6ys6Q,4.1,188.0,1.0,"bakeries,desserts",1
40705411,VgXNaUKNFW2ibLU9LkuGjg,4.1,513.0,2.0,"diners,newamerican",1
40705438,WDVzL34VpkiYOtknS-NpWQ,3.9,282.0,2.0,italian,0
40705931,4Objcs7HXSGuzpb0SOa-Jw,4.3,1133.0,4.0,newamerican,1
40705983,dd80OU1cj4N8RLF3VC9T7A,3.9,69.0,2.0,mexican,0
40707194,2Z_WBokjQwapf7kKxl4w2A,3.4,271.0,2.0,"diners,breakfast_brunch,tradamerican",0
40708213,Xiqf_VUWZeoAo7c2kfEiXw,4.2,238.0,2.0,"lounges,wine_bars,venues",1
40708523,kr5fRwdHtVwPPwSJxm9Fkg,4.3,378.0,3.0,"italian,wine_bars,cocktailbars",1
40708598,ZueiJyHZsTwoc3q_AbV9TA,5.0,2.0,0.0,"italian,salad,sandwiches",1
40709458,ZN1vXMURBpVZ5ZdvW4i_Kw,3.7,23.0,1.0,bakeries,0
40709941,MeUq9lombxM9alxs64tejQ,4.3,700.0,3.0,tuscan,1
40710411,9GPRbrLHvPmLScQVw7L3KA,3.1,230.0,2.0,"pizza,italian,breakfast_brunch",0
40710951,WSRJRwiafToI5W_SzUZgmg,4.2,24.0,0.0,"coffee,macarons,wine_bars",1
40711301,ORCRrJih0i8mPFk-l6eEuA,3.5,109.0,1.0,"bbq,latin",0
40711561,FFyUhKP8prti07EYYUBLMg,3.1,248.0,2.0,bakeries,0
40711788,RQnTcPkv1hfqlvnAz_bnqQ,3.6,31.0,1.0,"delis,sandwiches,cafes",0
40711820,fHIcX9wtaE7O5JDz664MFA,3.4,27.0,1.0,"pizza,kosher,wraps",0
40712429,Gmd5aXXHFBMTaiDt7rf-Sg,0.0,0.0,0.0,"sportsbars,cocktailbars",0
40714228,W9-OqFUDT3MsY4ud4SDZeA,3.5,75.0,1.0,caribbean,0
40714371,IS-Y-QftXbN1ZLg_7chFlw,3.4,622.0,2.0,"coffee,breakfast_brunch",0
40715360,hh2T5aLJsSjpHvPRcQxIJw,3.3,44.0,2.0,coffee,0
40715364,K6x7wyqA2iOBjWIhMvOBVQ,2.6,92.0,1.0,coffee,0
40715365,prQrgNECWRo5UAQJm-TFhQ,3.2,188.0,2.0,coffee,0
40716007,uOwNAh9yZuq7yItvw4pZqw,3.8,156.0,2.0,"bbq,comfortfood,seafood",0
40716141,yjmedpxGM2RlCRbOafOU7Q,3.6,108.0,2.0,danceclubs,0
40716299,sPHK4-eS42KvP8FFa8r84g,3.2,65.0,2.0,"pizza,arcades,kids_activities",0
40716479,xVdaJiVkalH4uUUadh9gJA,4.2,36.0,1.0,bars,1
40716489,V69n3YrAs59GenGB2jLVrA,3.5,401.0,3.0,french,0
40717386,1o3Qz0k5IMFHKQhbX_iX6g,4.3,3.0,0.0,boating,1
40717559,gqdPg1O4YuwlRIO8iLu1XQ,2.5,170.0,2.0,"poolhalls,lounges",0
40718547,mc9lvusD4Na-KXT2z4ulzQ,4.3,263.0,1.0,"indpak,vegetarian",1
40719059,6qFNdq6JKj_dLUbVtLygow,3.7,194.0,2.0,bars,0
40719552,r_Z12TcXqiZzH8_ztkKpKg,3.0,493.0,2.0,"sandwiches,tradamerican,burgers",0
40719557,gLyCmWWmqvg2SUG4DBgtWA,4.4,265.0,1.0,"greek,tradamerican,salad",1
40719669,dRstpFppUhbDbnWqz7IH4g,4.4,84.0,0.0,"catering,venues",1
40719693,7Yq-a5-9bfb8DVdmgEC7uQ,4.2,35.0,1.0,"tradamerican,coffee,breakfast_brunch",1
40719863,U7aH5Sy4Z5QfEpzeccz56w,4.2,363.0,2.0,"mideastern,falafel,kosher",1
40720280,4wPdhV4akGZcLhxiqEvisg,2.1,8.0,2.0,hotels,0
40720288,Ih7hLJl-UiGSrBEI3A12gA,3.0,171.0,3.0,french,0
40720393,d1e37uwW58EKRSdMiWj_zw,3.9,207.0,2.0,diners,0
40720511,wvXF3ESpaU9ly_er_DEzxQ,3.1,74.0,1.0,pizza,0
40720599,6LfskUyZzmcDSV6h5kOwGw,3.2,1049.0,3.0,chinese,0
40720858,hQamfS_xfzKv_tHttTLxhw,4.5,57.0,0.0,venues,1
40720911,JnT3w2BDpaQpbBP76pyYew,3.9,176.0,2.0,lounges,0
40721162,6gPTgbbfQ8s4g-V6o80Bbw,4.5,39.0,1.0,"delis,sandwiches",1
40721728,HzJBBKuBGWdRHMfNW0Ve0w,4.0,78.0,1.0,pubs,1
40722206,jF9QwxdLlac3LHJU7hJ02A,3.7,315.0,1.0,bars,0
40722659,bv81rNYg3NS1drk96I4raA,3.3,34.0,2.0,coffee,0
40723611,i6FevzgkxDYyHWNVXE2fpQ,4.6,54.0,1.0,irish_pubs,1
40723673,fWqWouG8ZdPALcMBpiemOQ,3.5,655.0,2.0,"lounges,comedyclubs",0
40723910,Ty5VZ8X8Z1Pksk6F1iyRWA,4.3,109.0,1.0,"sandwiches,wraps,juicebars",1
40724274,0zoH7DYisCVenAQUQzr5VA,3.1,244.0,2.0,"irish,pubs,burgers",0
40725853,q1j4Xgq0_myV0hzgTZ2nkg,4.7,3.0,0.0,"cafes,mexican,tradamerican",1
40726517,01isnBO1rFO2LTOeNfYl9w,4.0,1304.0,3.0,"newamerican,sushi",1
40726984,_AU96YHJM_CgFfw_QzpvAQ,4.0,230.0,2.0,"greek,mediterranean,cocktailbars",1
40727214,UwZtUMsxS-mwWpeZnrO49g,4.0,129.0,1.0,"grocery,tacos",1
40727609,qpD22cY8CSXLT2qujiJtqw,3.9,124.0,2.0,"pubs,irish",0
40727750,x0k5kFArHLijdY8-NEQ7Xg,4.5,2535.0,2.0,indpak,1
40727820,O4UeWRZLKuS3GRC4ELJRog,4.4,631.0,1.0,"bookstores,venues,cafes",1
40728353,VWelt0ulkY69FWhRi-lkhw,3.4,33.0,2.0,"poolhalls,bars",0
40728858,jL8f3gumMouGcQKr2M15Ng,3.9,505.0,2.0,"lounges,beerbar,wine_bars",0
40729164,6F_kujU6_1Ni0CFD3nVZ6g,3.9,134.0,2.0,"gaybars,divebars",0
40729264,fU8gJtLz1r6oQ94l1kS5Ag,4.1,655.0,2.0,"irish,sportsbars,irish_pubs",1
40729296,r2MaSxP0J07ZfF6ze1KaPw,3.4,225.0,1.0,"pizza,italian,salad",0
40729439,mSBTahVxcW-NllrYz_g-GA,3.2,188.0,2.0,"bakeries,colombian",0
40729582,TcemqdZ7uSNfXrHZnmNITw,2.8,13.0,1.0,"delis,sandwiches",0
40729796,_UoHLgCrOgV2ipfrw68yVA,3.8,237.0,2.0,"juicebars,newamerican,healthmarkets",0
40729819,PwvJfYbaKMEYqODnCz7_ow,3.5,111.0,0.0,"venues,catering",0
40730140,8h5HzKRvnmacOR7dxvXmJQ,3.1,54.0,2.0,"lounges,hookah_bars,karaoke",0
40730270,0B3WbaM1hnn3Xut1bitSyw,4.0,16.0,1.0,pizza,1
40730585,RQojRzAYA9Cq87PqwQq5yg,4.1,264.0,2.0,french,1
40731158,jFOq3IA_JZMwQsXEpikmeQ,4.0,86.0,1.0,divebars,1
40731374,ESo8Hm27TFi6U3kBzHKeIg,3.4,127.0,1.0,pizza,0
40732501,W0ict0sDf5QGmHekHOQVhg,3.7,18.0,1.0,mexican,0
40732665,V7lXZKBDzScDeGB8JmnzSA,4.1,16945.0,2.0,"delis,tradamerican",1
40732696,2ybHguSjyjnxYf7Ai28nzA,0.0,0.0,0.0,"salad,soup,sandwiches",0
40733080,BwbYpXk1FPPCywXErgiVpg,2.8,6.0,2.0,"donuts,coffee,bagels",0
40733334,2P-nqWuFUARtzjde8NzQVg,3.9,95.0,1.0,diners,0
40734383,F89nDDlYZ7wbRe8EpLCqBw,3.9,1137.0,3.0,"seafood,greek,mediterranean",0
40734506,RAm6JEmzXMnBFyWAV0NZEA,4.7,61.0,0.0,"latin,bars,seafood",1
40734541,5PwHJ_mzAIZWne8Jmu708Q,4.5,17.0,2.0,seafoodmarkets,1
40734589,blXVGUTB-4epYW9KFsQJ_g,3.9,694.0,2.0,"greek,mediterranean",0
40735129,wGcquMur1HYWhc4baXB27A,4.0,139.0,1.0,"coffee,juicebars,vegan",1
40735965,IapVgIrX6qO09femnSu5WQ,0.0,0.0,0.0,"elementaryschools,highschools,collegeuniv",0
40736005,3ahcwkc4fTd_4M05j1kKiQ,4.1,282.0,1.0,"musicvenues,divebars,pubs",1
40736137,kvrJ60DidMfAtp2blRkKZg,2.5,75.0,2.0,coffee,0
